format,print_mode,material,quantity,eur,dkk_base,tier_multiplier,dkk_final,detail_url
A5 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",4000,1057.74,7933.05,1.4,11106,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",50,43.08,323.1,1.6,517,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",75,53.05,397.875,1.6,637,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",100,63.01,472.575,1.6,756,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",150,82.94,622.05,1.6,995,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",200,102.86,771.45,1.6,1234,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",250,126.69,950.175,1.6,1520,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",500,229.5,1721.25,1.6,2754,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",750,326.14,2446.05,1.5,3669,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",1000,340.4,2553,1.5,3830,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",1500,559.96,4199.7,1.5,6300,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",2000,612.23,4591.725,1.5,6888,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",2500,664.5,4983.75,1.5,7476,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",3000,935.42,7015.65,1.4,9822,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",4000,1025.75,7693.125,1.4,10770,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",50,39.38,295.35,1.6,473,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",75,48.04,360.3,1.6,576,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",100,56.7,425.25,1.6,680,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",150,74.03,555.225,1.6,888,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",200,91.35,685.125,1.6,1096,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",250,108.68,815.1,1.6,1304,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",500,174.59,1309.425,1.6,2095,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",750,218.06,1635.45,1.6,2617,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",1000,232.55,1744.125,1.6,2791,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",1500,351.58,2636.85,1.5,3955,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",2000,381.3,2859.75,1.5,4290,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",2500,411,3082.5,1.5,4624,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",3000,588.82,4416.15,1.5,6624,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",4000,648.1,4860.75,1.5,7291,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",50,30.39,227.925,1.6,365,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",75,33.46,250.95,1.6,402,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",100,36.76,275.7,1.6,441,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",150,42.89,321.675,1.6,515,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",200,49.26,369.45,1.6,591,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",250,57.38,430.35,1.6,689,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",500,89.75,673.125,1.6,1077,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",750,122.11,915.825,1.6,1465,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",1000,151.14,1133.55,1.6,1814,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",1500,240.12,1800.9,1.6,2881,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",2000,261.2,1959,1.6,3134,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",2500,282.29,2117.175,1.5,3176,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",3000,414.18,3106.35,1.5,4660,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",4000,458.17,3436.275,1.5,5154,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",5000,502.11,3765.825,1.5,5649,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",50,31.57,236.775,1.6,379,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",75,34.91,261.825,1.6,419,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",100,38.52,288.9,1.6,462,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",150,45.21,339.075,1.6,543,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",200,52.14,391.05,1.6,626,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",250,60.86,456.45,1.6,730,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",500,96.08,720.6,1.6,1153,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",750,131.32,984.9,1.6,1576,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",1000,166.82,1251.15,1.6,2002,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",1500,338.69,2540.175,1.5,3810,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",2000,368.43,2763.225,1.5,4145,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",2500,398.19,2986.425,1.5,4480,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",3000,584.22,4381.65,1.5,6572,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",4000,646.26,4846.95,1.5,7270,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",5000,708.26,5311.95,1.4,7437,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",50,29.89,224.175,1.6,359,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",75,33.13,248.475,1.6,398,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",100,36.59,274.425,1.6,439,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",150,43.08,323.1,1.6,517,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",200,49.81,373.575,1.6,598,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",250,58.33,437.475,1.6,700,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",500,92.52,693.9,1.6,1110,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",750,126.69,950.175,1.6,1520,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",1000,161.12,1208.4,1.6,1933,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",1500,336.92,2526.9,1.5,3790,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",2000,365.68,2742.6,1.5,4114,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",2500,394.45,2958.375,1.5,4438,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",3000,568.61,4264.575,1.5,6397,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",4000,626.65,4699.875,1.5,7050,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",5000,684.69,5135.175,1.4,7189,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",50,27.9,209.25,1.6,335,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",75,30.72,230.4,1.6,369,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",100,33.74,253.05,1.6,405,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",150,39.38,295.35,1.6,473,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",200,45.22,339.15,1.6,543,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",250,51.07,383.025,1.6,613,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",500,79.87,599.025,1.6,958,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",750,108.68,815.1,1.6,1304,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",1000,134.51,1008.825,1.6,1614,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",1500,207.54,1556.55,1.6,2490,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",2000,225.76,1693.2,1.6,2709,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",2500,243.98,1829.85,1.6,2928,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",3000,357.97,2684.775,1.5,4027,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",4000,395.99,2969.925,1.5,4455,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",5000,433.97,3254.775,1.5,4882,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",50,30.89,231.675,1.6,371,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",75,34.64,259.8,1.6,416,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",100,38.7,290.25,1.6,464,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",150,46.19,346.425,1.6,554,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",200,53.98,404.85,1.6,648,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",250,63.82,478.65,1.6,766,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",500,103.45,775.875,1.6,1241,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",750,143.09,1073.175,1.6,1717,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",1000,166.55,1249.125,1.6,1999,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",1500,259.59,1946.925,1.6,3115,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",2000,281.52,2111.4,1.5,3167,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",2500,303.46,2275.95,1.5,3414,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",3000,430.56,3229.2,1.5,4844,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",4000,472.92,3546.9,1.5,5320,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",50,33.36,250.2,1.6,400,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",75,37.55,281.625,1.6,451,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",100,42.11,315.825,1.6,505,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",150,50.48,378.6,1.6,606,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",200,59.22,444.15,1.6,711,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",250,69.99,524.925,1.6,840,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",500,114.24,856.8,1.6,1371,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",750,158.49,1188.675,1.6,1902,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",1000,203.12,1523.4,1.6,2437,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A6 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",1500,379.94,2849.55,1.5,4274,https://www.wir-machen-druck.de/mappe-fuer-din-a6-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
