format,print_mode,material,quantity,eur,dkk_base,tier_multiplier,dkk_final,detail_url
A4 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",100,63.01,472.575,1.6,756,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",150,82.94,622.05,1.6,995,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",200,102.86,771.45,1.6,1234,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",250,126.69,950.175,1.6,1520,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",500,229.5,1721.25,1.6,2754,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",750,339.12,2543.4,1.5,3815,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",1000,441.92,3314.4,1.5,4972,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",1500,674.49,5058.675,1.4,7082,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",2000,782.31,5867.325,1.4,8214,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",2500,840.94,6307.05,1.4,8830,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",3000,1187.48,8906.1,1.4,12469,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,36 mm starker Recyclingkarton 300g weiß",4000,1302.99,9772.425,1.4,13681,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",50,39.38,295.35,1.6,473,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",75,48.33,362.475,1.6,580,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",100,56.7,425.25,1.6,680,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",150,74.03,555.225,1.6,888,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",200,91.35,685.125,1.6,1096,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",250,108.68,815.1,1.6,1304,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",500,195.3,1464.75,1.6,2344,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",750,273.96,2054.7,1.5,3082,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",1000,296.6,2224.5,1.5,3337,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",1500,472.37,3542.775,1.5,5314,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",2000,516.25,3871.875,1.5,5808,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",2500,560.14,4201.05,1.5,6302,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",3000,820.95,6157.125,1.4,8620,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A4 salgsmappe,4+4,"0,40 mm starker Chromokarton 255g für 5mm",4000,907.87,6809.025,1.4,9533,https://www.wir-machen-druck.de/mappe-fuer-din-a4-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",50,37.75,283.125,1.6,453,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",75,44.61,334.575,1.6,535,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",100,51.47,386.025,1.6,618,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",150,65.2,489,1.6,782,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",200,78.92,591.9,1.6,947,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",250,95.57,716.775,1.6,1147,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",500,150.41,1128.075,1.6,1805,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",750,211.1,1583.25,1.6,2533,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",1000,231.33,1734.975,1.6,2776,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",1500,357.98,2684.85,1.5,4027,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",2000,387.89,2909.175,1.5,4364,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",2500,417.78,3133.35,1.5,4700,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",3000,616.06,4620.45,1.5,6931,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",4000,682.16,5116.2,1.4,7163,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",5000,748.25,5611.875,1.4,7857,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",50,39.93,299.475,1.6,479,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",75,47.57,356.775,1.6,571,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",100,55.22,414.15,1.6,663,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",150,70.53,528.975,1.6,846,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",200,85.83,643.725,1.6,1030,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",250,104.15,781.125,1.6,1250,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",500,182.94,1372.05,1.6,2195,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",750,261.73,1962.975,1.6,3141,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",1000,328.56,2464.2,1.5,3696,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",1500,503.97,3779.775,1.5,5670,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",2000,546.66,4099.95,1.5,6150,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",2500,589.31,4419.825,1.5,6630,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",3000,868.99,6517.425,1.4,9124,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",4000,962.23,7216.725,1.4,10103,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",5000,1055.45,7915.875,1.4,11082,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",50,38.12,285.9,1.6,457,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",75,45.62,342.15,1.6,547,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",100,53.09,398.175,1.6,637,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",150,68.06,510.45,1.6,817,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",200,83.02,622.65,1.6,996,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",250,101.09,758.175,1.6,1213,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",500,178.31,1337.325,1.6,2140,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",750,255.51,1916.325,1.6,3066,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",1000,326.55,2449.125,1.5,3674,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",1500,501.38,3760.35,1.5,5641,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",2000,542.6,4069.5,1.5,6104,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",2500,583.81,4378.575,1.5,6568,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",3000,845.72,6342.9,1.4,8880,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",4000,933.02,6997.65,1.4,9797,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,36 mm starker Recyclingkarton 300g weiß",5000,1020.33,7652.475,1.4,10713,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",50,34.65,259.875,1.6,416,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",75,40.95,307.125,1.6,491,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",100,47.25,354.375,1.6,567,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",150,59.85,448.875,1.6,718,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",200,72.45,543.375,1.6,869,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",250,85.05,637.875,1.6,1021,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",500,133.86,1003.95,1.6,1606,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",750,187.87,1409.025,1.6,2254,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",1000,205.87,1544.025,1.6,2470,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",1500,309.4,2320.5,1.5,3481,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",2000,335.25,2514.375,1.5,3772,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",2500,361.09,2708.175,1.5,4062,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",3000,532.46,3993.45,1.5,5990,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",4000,589.58,4421.85,1.5,6633,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+0,"0,40 mm starker Chromokarton 255g für 5mm",5000,646.7,4850.25,1.5,7275,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-40-farbig-aussenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",50,41.24,309.3,1.6,495,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",75,50.32,377.4,1.6,604,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",100,59.38,445.35,1.6,713,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",150,77.53,581.475,1.6,930,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",200,95.67,717.525,1.6,1148,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",250,117.54,881.55,1.6,1410,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",500,188.83,1416.225,1.6,2266,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",750,235.85,1768.875,1.6,2830,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",1000,251.52,1886.4,1.6,3018,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",1500,392.01,2940.075,1.5,4410,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",2000,425.15,3188.625,1.5,4783,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",2500,458.26,3436.95,1.5,5155,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",3000,656.53,4923.975,1.5,7386,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",4000,722.63,5419.725,1.4,7588,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",50,45.21,339.075,1.6,543,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",75,55.49,416.175,1.6,666,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",100,65.78,493.35,1.6,789,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",150,86.36,647.7,1.6,1036,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",200,106.93,801.975,1.6,1283,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",250,131.32,984.9,1.6,1576,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",500,237.27,1779.525,1.6,2847,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",750,327.16,2453.7,1.5,3681,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",1000,342.51,2568.825,1.5,3853,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",1500,563,4222.5,1.5,6334,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",2000,616.89,4626.675,1.5,6940,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",2500,670.76,5030.7,1.4,7043,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
A5 salgsmappe,4+4,"0,36 mm starker Naturkarton 300g hochweiß für 5mm",3000,961,7207.5,1.4,10091,https://www.wir-machen-druck.de/mappe-fuer-din-a5-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt.html
