format,print_mode,material,quantity,eur,dkk_base,tier_multiplier,dkk_final,detail_url
DIN Lang salgsmappe med UV Spotlak,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",750,342.81,2571.075,1.5,3857,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",1000,368.08,2760.6,1.5,4141,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",1500,605.85,4543.875,1.5,6816,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",2000,662.38,4967.85,1.5,7452,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",2500,718.9,5391.75,1.4,7548,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",3000,1054.43,7908.225,1.4,11072,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",4000,1166.28,8747.1,1.4,12246,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,36 mm starker Bilderdruckkarton 350g matt für 5mm",5000,1278.12,9585.9,1.4,13420,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,40 mm starker Chromokarton 255g für 5mm",100,148.82,1116.15,1.6,1786,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,40 mm starker Chromokarton 255g für 5mm",150,175.09,1313.175,1.6,2101,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,40 mm starker Chromokarton 255g für 5mm",200,181.67,1362.525,1.6,2180,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,40 mm starker Chromokarton 255g für 5mm",250,188.23,1411.725,1.6,2259,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,40 mm starker Chromokarton 255g für 5mm",500,246.88,1851.6,1.6,2963,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,40 mm starker Chromokarton 255g für 5mm",750,316.95,2377.125,1.5,3566,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,40 mm starker Chromokarton 255g für 5mm",1000,340.31,2552.325,1.5,3828,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,40 mm starker Chromokarton 255g für 5mm",1500,543.36,4075.2,1.5,6113,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,40 mm starker Chromokarton 255g für 5mm",2000,594.07,4455.525,1.5,6683,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,40 mm starker Chromokarton 255g für 5mm",2500,644.76,4835.7,1.5,7254,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,40 mm starker Chromokarton 255g für 5mm",3000,945.69,7092.675,1.4,9930,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,40 mm starker Chromokarton 255g für 5mm",4000,1046,7845,1.4,10983,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
DIN Lang salgsmappe med UV Spotlak,4+4,"0,40 mm starker Chromokarton 255g für 5mm",5000,1146.31,8597.325,1.4,12036,https://www.wir-machen-druck.de/mappe-fuer-din-lang-2teilig-mit-2-laschen-44-farbig-aussen-und-innenseite-bedruckt-mit-partieller-uvlackveredelung.html
