row_type,format,material,surface,kachering,gloss_caching,quantity,eur,dkk_base,tier_multiplier,dkk_final,source_material,inferred_from_quantity,detail_url
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,5000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,6000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,7000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,8000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,9000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,10000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,12000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,15000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,20000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,50,33.55,251.625,1.6,403,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,100,37.43,280.725,1.6,449,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,250,62.34,467.55,1.6,748,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,500,89.17,668.775,1.6,1070,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,1000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,1500,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,2000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,2500,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,3000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,4000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,5000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,6000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,7000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,8000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,9000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,10000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,12000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,15000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front,20000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,50,34.8,261,1.6,418,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,100,39.78,298.35,1.6,477,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,250,70.38,527.85,1.6,845,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,500,101.68,762.6,1.6,1220,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,1000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,1500,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,2000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,2500,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,3000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,4000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,5000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,6000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,7000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,8000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,9000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,10000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,12000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,15000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,250g hochwertiger Qualitätsdruck,Matt,,Gloss kachering front og bag,20000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,50,28.72,215.4,1.6,345,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,100,36.58,274.35,1.6,439,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,250,58.79,440.925,1.6,705,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,500,79.22,594.15,1.6,951,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,1000,115.11,863.325,1.6,1381,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,1500,115.11,863.325,1.6,1381,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,2000,115.11,863.325,1.6,1381,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,2500,115.11,863.325,1.6,1381,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,3000,115.11,863.325,1.6,1381,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,4000,115.11,863.325,1.6,1381,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,5000,115.11,863.325,1.6,1381,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,6000,115.11,863.325,1.6,1381,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,7000,115.11,863.325,1.6,1381,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,8000,115.11,863.325,1.6,1381,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,9000,115.11,863.325,1.6,1381,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,10000,115.11,863.325,1.6,1381,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,12000,115.11,863.325,1.6,1381,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,15000,115.11,863.325,1.6,1381,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front,20000,115.11,863.325,1.6,1381,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,50,34.92,261.9,1.6,419,Folienkaschiert: 300g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,100,40.02,300.15,1.6,480,Folienkaschiert: 300g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,250,71.28,534.6,1.6,855,Folienkaschiert: 300g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,500,103.49,776.175,1.6,1242,Folienkaschiert: 300g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,1000,170.61,1279.575,1.6,2047,Folienkaschiert: 300g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,1500,170.61,1279.575,1.6,2047,Folienkaschiert: 300g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,2000,170.61,1279.575,1.6,2047,Folienkaschiert: 300g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,2500,170.61,1279.575,1.6,2047,Folienkaschiert: 300g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,3000,170.61,1279.575,1.6,2047,Folienkaschiert: 300g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,4000,170.61,1279.575,1.6,2047,Folienkaschiert: 300g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,5000,170.61,1279.575,1.6,2047,Folienkaschiert: 300g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,6000,170.61,1279.575,1.6,2047,Folienkaschiert: 300g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,7000,170.61,1279.575,1.6,2047,Folienkaschiert: 300g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,8000,170.61,1279.575,1.6,2047,Folienkaschiert: 300g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,9000,170.61,1279.575,1.6,2047,Folienkaschiert: 300g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,10000,170.61,1279.575,1.6,2047,Folienkaschiert: 300g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_gloss,A7,300g hochwertiger Qualitätsdruck,Gloss,,Gloss kachering front og bag,12000,170.61,1279.575,1.6,2047,Folienkaschiert: 300g hochwertiger Qualitätsdruck beidseitig folienkaschiert glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
