row_type,format,material,surface,kachering,gloss_caching,quantity,eur,dkk_base,tier_multiplier,dkk_final,source_material,inferred_from_quantity,detail_url
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,50,22.16,166.2,1.6,266,115g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,100,22.7,170.25,1.6,272,115g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,250,30.31,227.325,1.6,364,115g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,500,33.94,254.55,1.6,407,115g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,1000,38.25,286.875,1.6,459,115g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,1500,38.25,286.875,1.6,459,115g hochwertiger Qualitätsdruck glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,2000,55,412.5,1.6,660,115g hochwertiger Qualitätsdruck glänzend,2500,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,2500,55,412.5,1.6,660,115g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,3000,55,412.5,1.6,660,115g hochwertiger Qualitätsdruck glänzend,2500,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,4000,76.07,570.525,1.6,913,115g hochwertiger Qualitätsdruck glänzend,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,5000,76.07,570.525,1.6,913,115g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,6000,76.07,570.525,1.6,913,115g hochwertiger Qualitätsdruck glänzend,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,7000,76.07,570.525,1.6,913,115g hochwertiger Qualitätsdruck glänzend,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,8000,122.69,920.175,1.6,1472,115g hochwertiger Qualitätsdruck glänzend,10000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,9000,122.69,920.175,1.6,1472,115g hochwertiger Qualitätsdruck glänzend,10000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,10000,122.69,920.175,1.6,1472,115g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,12000,122.69,920.175,1.6,1472,115g hochwertiger Qualitätsdruck glänzend,10000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,15000,170,1275,1.6,2040,115g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Gloss,,,20000,213.07,1598.025,1.6,2557,115g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,50,23.91,179.325,1.6,287,115g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,100,27.82,208.65,1.6,334,115g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,250,43.99,329.925,1.6,528,115g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,500,47.25,354.375,1.6,567,115g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,1000,47.35,355.125,1.6,568,115g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,1500,47.35,355.125,1.6,568,115g hochwertiger Qualitätsdruck matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,2000,69.62,522.15,1.6,835,115g hochwertiger Qualitätsdruck matt,2500,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,2500,69.62,522.15,1.6,835,115g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,3000,69.62,522.15,1.6,835,115g hochwertiger Qualitätsdruck matt,2500,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,4000,81.79,613.425,1.6,981,115g hochwertiger Qualitätsdruck matt,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,5000,81.79,613.425,1.6,981,115g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,6000,81.79,613.425,1.6,981,115g hochwertiger Qualitätsdruck matt,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,7000,81.79,613.425,1.6,981,115g hochwertiger Qualitätsdruck matt,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,8000,126.56,949.2,1.6,1519,115g hochwertiger Qualitätsdruck matt,10000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,9000,126.56,949.2,1.6,1519,115g hochwertiger Qualitätsdruck matt,10000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,10000,126.56,949.2,1.6,1519,115g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,12000,126.56,949.2,1.6,1519,115g hochwertiger Qualitätsdruck matt,10000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,15000,170.98,1282.35,1.6,2052,115g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,115g hochwertiger Qualitätsdruck,Matt,,,20000,218.35,1637.625,1.6,2620,115g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,50,8.54,64.05,1.6,102,135g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,100,10.53,78.975,1.6,126,135g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,250,12.8,96,1.6,154,135g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,500,18.54,139.05,1.6,222,135g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,1000,22.09,165.675,1.6,265,135g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,1500,22.09,165.675,1.6,265,135g hochwertiger Qualitätsdruck glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,2000,35.96,269.7,1.6,432,135g hochwertiger Qualitätsdruck glänzend,2500,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,2500,35.96,269.7,1.6,432,135g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,3000,35.96,269.7,1.6,432,135g hochwertiger Qualitätsdruck glänzend,2500,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,4000,57.28,429.6,1.6,687,135g hochwertiger Qualitätsdruck glänzend,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,5000,57.28,429.6,1.6,687,135g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,6000,57.28,429.6,1.6,687,135g hochwertiger Qualitätsdruck glänzend,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,7000,57.28,429.6,1.6,687,135g hochwertiger Qualitätsdruck glänzend,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,8000,93.19,698.925,1.6,1118,135g hochwertiger Qualitätsdruck glänzend,10000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,9000,93.19,698.925,1.6,1118,135g hochwertiger Qualitätsdruck glänzend,10000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,10000,93.19,698.925,1.6,1118,135g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,12000,93.19,698.925,1.6,1118,135g hochwertiger Qualitätsdruck glänzend,10000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,15000,130.97,982.275,1.6,1572,135g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Gloss,,,20000,168.2,1261.5,1.6,2018,135g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,50,9.52,71.4,1.6,114,135g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,100,10.3,77.25,1.6,124,135g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,250,13.05,97.875,1.6,157,135g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,500,16.73,125.475,1.6,201,135g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,1000,20.03,150.225,1.6,240,135g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,1500,20.03,150.225,1.6,240,135g hochwertiger Qualitätsdruck matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,2000,31.7,237.75,1.6,380,135g hochwertiger Qualitätsdruck matt,2500,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,2500,31.7,237.75,1.6,380,135g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,3000,31.7,237.75,1.6,380,135g hochwertiger Qualitätsdruck matt,2500,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,4000,51.35,385.125,1.6,616,135g hochwertiger Qualitätsdruck matt,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,5000,51.35,385.125,1.6,616,135g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,6000,51.35,385.125,1.6,616,135g hochwertiger Qualitätsdruck matt,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,7000,51.35,385.125,1.6,616,135g hochwertiger Qualitätsdruck matt,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,8000,83.68,627.6,1.6,1004,135g hochwertiger Qualitätsdruck matt,10000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,9000,83.68,627.6,1.6,1004,135g hochwertiger Qualitätsdruck matt,10000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,10000,83.68,627.6,1.6,1004,135g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,12000,83.68,627.6,1.6,1004,135g hochwertiger Qualitätsdruck matt,10000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,15000,117.94,884.55,1.6,1415,135g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,135g hochwertiger Qualitätsdruck,Matt,,,20000,151.09,1133.175,1.6,1813,135g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,50,9.36,70.2,1.6,112,170g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,100,12.52,93.9,1.6,150,170g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,250,15.67,117.525,1.6,188,170g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,500,20.32,152.4,1.6,244,170g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,1000,28.12,210.9,1.6,337,170g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,1500,28.12,210.9,1.6,337,170g hochwertiger Qualitätsdruck glänzend,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,2000,41.59,311.925,1.6,499,170g hochwertiger Qualitätsdruck glänzend,2500,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,2500,41.59,311.925,1.6,499,170g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,3000,41.59,311.925,1.6,499,170g hochwertiger Qualitätsdruck glänzend,2500,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,4000,68.04,510.3,1.6,816,170g hochwertiger Qualitätsdruck glänzend,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,5000,68.04,510.3,1.6,816,170g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,6000,68.04,510.3,1.6,816,170g hochwertiger Qualitätsdruck glänzend,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,7000,68.04,510.3,1.6,816,170g hochwertiger Qualitätsdruck glänzend,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,8000,110.04,825.3,1.6,1320,170g hochwertiger Qualitätsdruck glänzend,10000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,9000,110.04,825.3,1.6,1320,170g hochwertiger Qualitätsdruck glänzend,10000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,10000,110.04,825.3,1.6,1320,170g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,12000,110.04,825.3,1.6,1320,170g hochwertiger Qualitätsdruck glänzend,10000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,15000,156.92,1176.9,1.6,1883,170g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Gloss,,,20000,203.14,1523.55,1.6,2438,170g hochwertiger Qualitätsdruck glänzend,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Matt,,,50,9.52,71.4,1.6,114,170g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Matt,,,100,10.66,79.95,1.6,128,170g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Matt,,,250,15.63,117.225,1.6,188,170g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Matt,,,500,19.41,145.575,1.6,233,170g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Matt,,,1000,24.75,185.625,1.6,297,170g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Matt,,,1500,24.75,185.625,1.6,297,170g hochwertiger Qualitätsdruck matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Matt,,,2000,41.93,314.475,1.6,503,170g hochwertiger Qualitätsdruck matt,2500,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Matt,,,2500,41.93,314.475,1.6,503,170g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Matt,,,3000,41.93,314.475,1.6,503,170g hochwertiger Qualitätsdruck matt,2500,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Matt,,,4000,66.74,500.55,1.6,801,170g hochwertiger Qualitätsdruck matt,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
base_surface,A7,170g hochwertiger Qualitätsdruck,Matt,,,5000,66.74,500.55,1.6,801,170g hochwertiger Qualitätsdruck matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
