fold_type,pages,orientation,format,material,surface,quantity,eur,dkk_base,tier_multiplier,dkk_final,detail_url
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,10000,226.03,1695.225,1.6,2712,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,12500,283.24,2124.3,1.5,3186,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,15000,317.55,2381.625,1.5,3572,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,20000,430.56,3229.2,1.5,4844,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,50,30.37,227.775,1.6,364,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,100,32.73,245.475,1.6,393,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,250,39.64,297.3,1.6,476,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,500,43.12,323.4,1.6,517,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,750,43.98,329.85,1.6,528,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,1000,44.84,336.3,1.6,538,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,1500,63.65,477.375,1.6,764,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,2000,70.59,529.425,1.6,847,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,2500,74.29,557.175,1.6,891,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,3000,85.01,637.575,1.6,1020,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,4000,105.84,793.8,1.6,1270,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,5000,127.03,952.725,1.6,1524,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,6000,148.42,1113.15,1.6,1781,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,7000,169.62,1272.15,1.6,2035,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,8000,190.32,1427.4,1.6,2284,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,9000,209.3,1569.75,1.6,2512,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,10000,229.78,1723.35,1.6,2757,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,12500,282.19,2116.425,1.5,3175,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,15000,332.82,2496.15,1.5,3744,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Matte,20000,430.81,3231.075,1.5,4847,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,50,18.69,140.175,1.6,224,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,100,25.54,191.55,1.6,306,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,250,27.7,207.75,1.6,332,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,500,36.52,273.9,1.6,438,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,750,41.09,308.175,1.6,493,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,1000,48.15,361.125,1.6,578,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,1500,62.12,465.9,1.6,745,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,2000,69.29,519.675,1.6,831,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,2500,75.59,566.925,1.6,907,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,3000,84.84,636.3,1.6,1018,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,4000,103.89,779.175,1.6,1247,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,5000,122.36,917.7,1.6,1468,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,6000,142.76,1070.7,1.6,1713,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,7000,162.22,1216.65,1.6,1947,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,8000,182.43,1368.225,1.6,2189,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,9000,202.33,1517.475,1.6,2428,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,10000,221.34,1660.05,1.6,2656,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,12500,271.96,2039.7,1.5,3060,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,15000,321.88,2414.1,1.5,3621,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Glans,20000,421.12,3158.4,1.5,4738,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,50,16.8,126,1.6,202,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,100,22.94,172.05,1.6,275,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,250,25.81,193.575,1.6,310,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,500,33.12,248.4,1.6,397,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,750,37.38,280.35,1.6,449,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,1000,42.93,321.975,1.6,515,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,1500,55.55,416.625,1.6,667,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,2000,62.01,465.075,1.6,744,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,2500,68.39,512.925,1.6,821,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,3000,76.85,576.375,1.6,922,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,4000,94.03,705.225,1.6,1128,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,5000,110.45,828.375,1.6,1325,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,6000,128.46,963.45,1.6,1542,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,7000,146.26,1096.95,1.6,1755,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,8000,164.31,1232.325,1.6,1972,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,9000,182.26,1366.95,1.6,2187,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,10000,199.92,1499.4,1.6,2399,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,12500,244.64,1834.8,1.6,2936,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,15000,290.65,2179.875,1.5,3270,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck,Matte,20000,379.95,2849.625,1.5,4274,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,50,19.96,149.7,1.6,240,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,100,26.81,201.075,1.6,322,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,250,33.24,249.3,1.6,399,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,500,41.84,313.8,1.6,502,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,750,47.81,358.575,1.6,574,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,1000,54.34,407.55,1.6,652,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,1500,72.01,540.075,1.6,864,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,2000,79.47,596.025,1.6,954,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,2500,88.46,663.45,1.6,1062,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,3000,100.82,756.15,1.6,1210,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,4000,125.16,938.7,1.6,1502,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,5000,149.52,1121.4,1.6,1794,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,6000,174.7,1310.25,1.6,2096,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,7000,199.1,1493.25,1.6,2389,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,8000,224.62,1684.65,1.6,2695,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,9000,249.03,1867.725,1.6,2988,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,10000,273.18,2048.85,1.5,3073,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,12500,336.73,2525.475,1.5,3788,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,15000,384.39,2882.925,1.5,4324,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Glans,20000,507.09,3803.175,1.5,5705,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Matte,50,19.69,147.675,1.6,236,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Matte,100,25.45,190.875,1.6,305,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Matte,250,30.64,229.8,1.6,368,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Matte,500,39.13,293.475,1.6,470,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Matte,750,44.96,337.2,1.6,540,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Matte,1000,52.78,395.85,1.6,633,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Matte,1500,69.45,520.875,1.6,833,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Matte,2000,78.6,589.5,1.6,943,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Matte,2500,86.74,650.55,1.6,1041,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Matte,3000,98.66,739.95,1.6,1184,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Matte,4000,122.15,916.125,1.6,1466,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Matte,5000,145.79,1093.425,1.6,1749,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Matte,6000,171.22,1284.15,1.6,2055,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Matte,7000,196.73,1475.475,1.6,2361,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Matte,8000,221.93,1664.475,1.6,2663,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck,Matte,9000,246.23,1846.725,1.6,2955,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
