fold_type,pages,orientation,format,material,surface,quantity,eur,dkk_base,tier_multiplier,dkk_final,detail_url
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Glans,20000,360.03,2700.225,1.5,4050,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,50,28.54,214.05,1.6,342,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,100,32.87,246.525,1.6,394,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,250,34.71,260.325,1.6,417,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,500,36.77,275.775,1.6,441,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,750,36.89,276.675,1.6,443,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,1000,37.01,277.575,1.6,444,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,1500,53.82,403.65,1.6,646,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,2000,59.18,443.85,1.6,710,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,2500,62.4,468,1.6,749,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,3000,71.3,534.75,1.6,856,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,4000,86.9,651.75,1.6,1043,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,5000,103.12,773.4,1.6,1237,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,6000,122.04,915.3,1.6,1464,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,7000,140.54,1054.05,1.6,1686,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,8000,158.77,1190.775,1.6,1905,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,9000,176.97,1327.275,1.6,2124,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,10000,195.69,1467.675,1.6,2348,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,12500,235.82,1768.65,1.6,2830,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,15000,276.27,2072.025,1.5,3108,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck,Matte,20000,359.94,2699.55,1.5,4049,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,50,10.08,75.6,1.6,121,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,100,15.13,113.475,1.6,182,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,250,38.14,286.05,1.6,458,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,500,38.7,290.25,1.6,464,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,750,38.94,292.05,1.6,467,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,1000,40.62,304.65,1.6,487,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,1500,61.08,458.1,1.6,733,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,2000,69.12,518.4,1.6,829,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,2500,71.71,537.825,1.6,861,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,3000,82.13,615.975,1.6,986,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,4000,104.23,781.725,1.6,1251,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,5000,126.49,948.675,1.6,1518,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,6000,149.92,1124.4,1.6,1799,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,7000,173.76,1303.2,1.6,2085,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,8000,197.3,1479.75,1.6,2368,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,9000,220.02,1650.15,1.6,2640,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,10000,243.65,1827.375,1.6,2924,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,12500,296.22,2221.65,1.5,3332,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,15000,347.9,2609.25,1.5,3914,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Glans,20000,450.96,3382.2,1.5,5073,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,50,10.15,76.125,1.6,122,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,100,15.18,113.85,1.6,182,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,250,38.14,286.05,1.6,458,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,500,38.71,290.325,1.6,465,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,750,39.58,296.85,1.6,475,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,1000,40.44,303.3,1.6,485,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,1500,60.43,453.225,1.6,725,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,2000,69.12,518.4,1.6,829,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,2500,71.79,538.425,1.6,861,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,3000,82.46,618.45,1.6,990,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,4000,104.33,782.475,1.6,1252,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,5000,126.32,947.4,1.6,1516,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,6000,150.39,1127.925,1.6,1805,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,7000,173.64,1302.3,1.6,2084,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,8000,197.27,1479.525,1.6,2367,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,9000,220.24,1651.8,1.6,2643,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,10000,243.83,1828.725,1.6,2926,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,12500,296.48,2223.6,1.5,3335,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,15000,348.66,2614.95,1.5,3922,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck,Matte,20000,450.95,3382.125,1.5,5073,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,50,24.49,183.675,1.6,294,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,100,28.27,212.025,1.6,339,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,250,48.76,365.7,1.6,585,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,500,65.61,492.075,1.6,787,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,750,75.02,562.65,1.6,900,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,1000,75.08,563.1,1.6,901,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,1500,98.85,741.375,1.6,1186,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,2000,102.52,768.9,1.6,1230,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,2500,102.62,769.65,1.6,1231,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,3000,121.23,909.225,1.6,1455,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,4000,127.76,958.2,1.6,1533,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,5000,128.03,960.225,1.6,1536,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,6000,162.03,1215.225,1.6,1944,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,7000,180.97,1357.275,1.6,2172,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,8000,199.16,1493.7,1.6,2390,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,9000,205.32,1539.9,1.6,2464,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,10000,205.54,1541.55,1.6,2466,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,12500,283.74,2128.05,1.5,3192,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,15000,287.74,2158.05,1.5,3237,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,Matte,20000,367.69,2757.675,1.5,4137,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,50,30.37,227.775,1.6,364,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,100,32.72,245.4,1.6,393,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,250,39.62,297.15,1.6,475,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,500,43.05,322.875,1.6,517,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,750,43.76,328.2,1.6,525,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,1000,44.47,333.525,1.6,534,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,1500,63.9,479.25,1.6,767,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,2000,70.97,532.275,1.6,852,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,2500,74.43,558.225,1.6,893,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,3000,84.58,634.35,1.6,1015,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,4000,106.21,796.575,1.6,1275,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,5000,126.92,951.9,1.6,1523,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,6000,148.05,1110.375,1.6,1777,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,7000,169.12,1268.4,1.6,2029,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,8000,190.74,1430.55,1.6,2289,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,Lodret,14.8 x 14.8 cm,115g hochwertiger Qualitätsdruck,Glans,9000,212.26,1591.95,1.6,2547,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
