fold_type,side,format,material,quantity,eur,dkk_base,tier_multiplier,dkk_final,detail_url
Folder midterfalset,4 sider,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck matt,2500,68.39,512.925,1.6,821,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck matt,3000,76.85,576.375,1.6,922,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck matt,4000,94.03,705.225,1.6,1128,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck matt,5000,110.45,828.375,1.6,1325,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck matt,6000,128.46,963.45,1.6,1542,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck matt,7000,146.26,1096.95,1.6,1755,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck matt,8000,164.31,1232.325,1.6,1972,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck matt,9000,182.26,1366.95,1.6,2187,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck matt,10000,199.92,1499.4,1.6,2399,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck matt,12500,244.64,1834.8,1.6,2936,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck matt,15000,290.65,2179.875,1.5,3270,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,135g hochwertiger Qualitätsdruck matt,20000,379.95,2849.625,1.5,4274,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,50,19.96,149.7,1.6,240,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,100,26.81,201.075,1.6,322,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,250,33.24,249.3,1.6,399,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,500,41.84,313.8,1.6,502,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,750,47.81,358.575,1.6,574,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,1000,54.34,407.55,1.6,652,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,1500,72.01,540.075,1.6,864,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,2000,79.47,596.025,1.6,954,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,2500,88.46,663.45,1.6,1062,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,3000,100.82,756.15,1.6,1210,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,4000,125.16,938.7,1.6,1502,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,5000,149.52,1121.4,1.6,1794,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,6000,174.7,1310.25,1.6,2096,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,7000,199.1,1493.25,1.6,2389,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,8000,224.62,1684.65,1.6,2695,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,9000,249.03,1867.725,1.6,2988,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,10000,273.18,2048.85,1.5,3073,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,12500,336.73,2525.475,1.5,3788,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,15000,384.39,2882.925,1.5,4324,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck glänzend,20000,507.09,3803.175,1.5,5705,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,50,19.69,147.675,1.6,236,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,100,25.45,190.875,1.6,305,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,250,30.64,229.8,1.6,368,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,500,39.13,293.475,1.6,470,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,750,44.96,337.2,1.6,540,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,1000,52.78,395.85,1.6,633,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,1500,69.45,520.875,1.6,833,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,2000,78.6,589.5,1.6,943,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,2500,86.74,650.55,1.6,1041,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,3000,98.66,739.95,1.6,1184,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,4000,122.15,916.125,1.6,1466,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,5000,145.79,1093.425,1.6,1749,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,6000,171.22,1284.15,1.6,2055,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,7000,196.73,1475.475,1.6,2361,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,8000,221.93,1664.475,1.6,2663,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,9000,246.23,1846.725,1.6,2955,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,10000,272.06,2040.45,1.5,3061,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,12500,332.59,2494.425,1.5,3742,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,15000,393.01,2947.575,1.5,4421,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,170g hochwertiger Qualitätsdruck matt,20000,522.9,3921.75,1.5,5883,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,50,9.45,70.875,1.6,113,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,100,19.12,143.4,1.6,229,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,250,35.4,265.5,1.6,425,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,500,46.26,346.95,1.6,555,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,750,54.36,407.7,1.6,652,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,1000,58.95,442.125,1.6,707,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,1500,86.76,650.7,1.6,1041,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,2000,96.89,726.675,1.6,1163,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,2500,108.46,813.45,1.6,1302,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,3000,124.7,935.25,1.6,1496,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,4000,158.02,1185.15,1.6,1896,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,5000,191.02,1432.65,1.6,2292,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,6000,225.31,1689.825,1.6,2704,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,7000,260.07,1950.525,1.6,3121,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,8000,293.77,2203.275,1.5,3305,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,9000,327.82,2458.65,1.5,3688,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,10000,361.82,2713.65,1.5,4070,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,12500,449.33,3369.975,1.5,5055,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,15000,536.29,4022.175,1.5,6033,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck glänzend,20000,704.7,5285.25,1.4,7399,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,50,9.39,70.425,1.6,113,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,100,19.16,143.7,1.6,230,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,250,35.67,267.525,1.6,428,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,500,46.57,349.275,1.6,559,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,750,54.96,412.2,1.6,660,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,1000,58.91,441.825,1.6,707,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,1500,87.3,654.75,1.6,1048,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,2000,97.57,731.775,1.6,1171,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,2500,108.67,815.025,1.6,1304,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,3000,125.14,938.55,1.6,1502,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,4000,159.26,1194.45,1.6,1911,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,5000,192.57,1444.275,1.6,2311,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,6000,226.75,1700.625,1.6,2721,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,7000,260.98,1957.35,1.6,3132,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,8000,295.26,2214.45,1.5,3322,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,9000,329.55,2471.625,1.5,3707,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,10000,363.89,2729.175,1.5,4094,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,12500,451.4,3385.5,1.5,5078,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,15000,539.05,4042.875,1.5,6064,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,250g hochwertiger Qualitätsdruck matt,20000,708.87,5316.525,1.4,7443,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",50,27.6,207,1.6,331,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",100,33.24,249.3,1.6,399,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",250,35.1,263.25,1.6,421,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",500,41.51,311.325,1.6,498,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",750,43.53,326.475,1.6,522,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",1000,48.2,361.5,1.6,578,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",2000,64.16,481.2,1.6,770,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",2500,70.74,530.55,1.6,849,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",5000,109.62,822.15,1.6,1315,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,14.8 x 14.8 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",10000,196.01,1470.075,1.6,2352,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-148-cm-x-148-cm-vertikaler-mittelfalz-4seitig.html
